Cum%,Name,%,Rank
0,MARY,2.629,1
2.629,PATRICIA,1.073,2
3.702,LINDA,1.035,3
4.736,BARBARA,0.98,4
5.716,ELIZABETH,0.937,5
6.653,JENNIFER,0.932,6
7.586,MARIA,0.828,7
8.414,SUSAN,0.794,8
9.209,MARGARET,0.768,9
9.976,DOROTHY,0.727,10
10.703,LISA,0.704,11
11.407,NANCY,0.669,12
12.075,KAREN,0.667,13
12.742,BETTY,0.666,14
13.408,HELEN,0.663,15
14.071,SANDRA,0.629,16
14.7,DONNA,0.583,17
15.282,CAROL,0.565,18
15.848,RUTH,0.562,19
16.41,SHARON,0.522,20
16.932,MICHELLE,0.519,21
17.451,LAURA,0.51,22
17.961,SARAH,0.508,23
18.469,KIMBERLY,0.504,24
18.973,DEBORAH,0.494,25
19.467,JESSICA,0.49,26
19.958,SHIRLEY,0.482,27
20.439,CYNTHIA,0.469,28
20.908,ANGELA,0.468,29
21.376,MELISSA,0.462,30
21.839,BRENDA,0.455,31
22.293,AMY,0.451,32
22.745,ANNA,0.44,33
23.185,REBECCA,0.43,34
23.615,VIRGINIA,0.43,35
24.044,KATHLEEN,0.424,36
24.468,PAMELA,0.416,37
24.884,MARTHA,0.412,38
25.297,DEBRA,0.408,39
25.704,AMANDA,0.404,40
26.108,STEPHANIE,0.4,41
26.508,CAROLYN,0.385,42
26.893,CHRISTINE,0.382,43
27.275,MARIE,0.379,44
27.655,JANET,0.379,45
28.034,CATHERINE,0.373,46
28.408,FRANCES,0.37,47
28.777,ANN,0.364,48
29.141,JOYCE,0.364,49
29.505,DIANE,0.359,50
29.864,ALICE,0.357,51
30.221,JULIE,0.348,52
30.568,HEATHER,0.337,53
30.905,TERESA,0.336,54
31.241,DORIS,0.335,55
31.577,GLORIA,0.335,56
31.912,EVELYN,0.322,57
32.233,JEAN,0.315,58
32.548,CHERYL,0.315,59
32.863,MILDRED,0.313,60
33.176,KATHERINE,0.313,61
33.489,JOAN,0.306,62
33.795,ASHLEY,0.303,63
34.098,JUDITH,0.297,64
34.395,ROSE,0.296,65
34.691,JANICE,0.285,66
34.975,KELLY,0.283,67
35.258,NICOLE,0.281,68
35.539,JUDY,0.276,69
35.815,CHRISTINA,0.275,70
36.09,KATHY,0.272,71
36.362,THERESA,0.271,72
36.633,BEVERLY,0.267,73
36.9,DENISE,0.264,74
37.164,TAMMY,0.259,75
37.423,IRENE,0.252,76
37.675,JANE,0.25,77
37.925,LORI,0.248,78
38.173,RACHEL,0.242,79
38.415,MARILYN,0.241,80
38.657,ANDREA,0.236,81
38.893,KATHRYN,0.234,82
39.127,LOUISE,0.229,83
39.356,SARA,0.229,84
39.584,ANNE,0.228,85
39.812,JACQUELINE,0.228,86
40.04,WANDA,0.226,87
40.266,BONNIE,0.223,88
40.489,JULIA,0.223,89
40.711,RUBY,0.221,90
40.932,LOIS,0.22,91
41.153,TINA,0.22,92
41.372,PHYLLIS,0.219,93
41.591,NORMA,0.218,94
41.809,PAULA,0.217,95
42.026,DIANA,0.216,96
42.242,ANNIE,0.216,97
42.458,LILLIAN,0.211,98
42.669,EMILY,0.208,99
42.877,ROBIN,0.208,100
43.085,PEGGY,0.208,101
43.293,CRYSTAL,0.207,102
43.5,GLADYS,0.205,103
43.705,RITA,0.204,104
43.908,DAWN,0.202,105
44.111,CONNIE,0.2,106
44.311,FLORENCE,0.2,107
44.511,TRACY,0.197,108
44.708,EDNA,0.197,109
44.904,TIFFANY,0.195,110
45.1,CARMEN,0.195,111
45.295,ROSA,0.194,112
45.489,CINDY,0.192,113
45.681,GRACE,0.189,114
45.869,WENDY,0.185,115
46.055,VICTORIA,0.18,116
46.235,EDITH,0.179,117
46.414,KIM,0.178,118
46.592,SHERRY,0.178,119
46.77,SYLVIA,0.177,120
46.947,JOSEPHINE,0.177,121
47.123,THELMA,0.175,122
47.298,SHANNON,0.175,123
47.473,SHEILA,0.175,124
47.648,ETHEL,0.174,125
47.822,ELLEN,0.173,126
47.995,ELAINE,0.173,127
48.168,MARJORIE,0.173,128
48.341,CARRIE,0.171,129
48.512,CHARLOTTE,0.169,130
48.68,MONICA,0.166,131
48.847,ESTHER,0.166,132
49.013,PAULINE,0.165,133
49.178,EMMA,0.165,134
49.342,JUANITA,0.164,135
49.506,ANITA,0.162,136
49.669,RHONDA,0.162,137
49.83,HAZEL,0.161,138
49.991,AMBER,0.16,139
50.151,EVA,0.159,140
50.31,DEBBIE,0.157,141
50.467,APRIL,0.154,142
50.621,LESLIE,0.154,143
50.775,CLARA,0.153,144
50.928,LUCILLE,0.153,145
51.081,JAMIE,0.153,146
51.235,JOANNE,0.15,147
51.385,ELEANOR,0.15,148
51.535,VALERIE,0.149,149
51.684,DANIELLE,0.149,150
51.833,MEGAN,0.147,151
51.981,ALICIA,0.146,152
52.126,SUZANNE,0.145,153
52.272,MICHELE,0.145,154
52.417,GAIL,0.145,155
52.562,BERTHA,0.143,156
52.704,DARLENE,0.142,157
52.847,VERONICA,0.142,158
52.989,JILL,0.142,159
53.131,ERIN,0.141,160
53.272,GERALDINE,0.141,161
53.413,LAUREN,0.137,162
53.55,CATHY,0.137,163
53.687,JOANN,0.136,164
53.823,LORRAINE,0.135,165
53.958,LYNN,0.135,166
54.093,SALLY,0.135,167
54.228,REGINA,0.133,168
54.36,ERICA,0.13,169
54.49,BEATRICE,0.13,170
54.62,DOLORES,0.129,171
54.749,BERNICE,0.128,172
54.877,AUDREY,0.127,173
55.003,YVONNE,0.126,174
55.129,ANNETTE,0.125,175
55.255,JUNE,0.125,176
55.38,SAMANTHA,0.124,177
55.504,MARION,0.122,178
55.626,DANA,0.122,179
55.748,STACY,0.121,180
55.869,ANA,0.12,181
55.989,RENEE,0.12,182
56.109,IDA,0.118,183
56.227,VIVIAN,0.118,184
56.346,ROBERTA,0.117,185
56.463,HOLLY,0.117,186
56.58,BRITTANY,0.117,187
56.697,MELANIE,0.116,188
56.813,LORETTA,0.115,189
56.928,YOLANDA,0.115,190
57.043,JEANETTE,0.115,191
57.158,LAURIE,0.114,192
57.271,KATIE,0.113,193
57.385,KRISTEN,0.111,194
57.496,VANESSA,0.111,195
57.607,ALMA,0.111,196
57.718,SUE,0.111,197
57.829,ELSIE,0.11,198
57.939,BETH,0.11,199
58.049,JEANNE,0.109,200
58.158,VICKI,0.109,201
58.267,CARLA,0.107,202
58.374,TARA,0.107,203
58.482,ROSEMARY,0.107,204
58.589,EILEEN,0.105,205
58.694,TERRI,0.105,206
58.799,GERTRUDE,0.103,207
58.902,LUCY,0.103,208
59.005,TONYA,0.102,209
59.107,ELLA,0.101,210
59.208,STACEY,0.101,211
59.308,WILMA,0.099,212
59.408,GINA,0.099,213
59.506,KRISTIN,0.099,214
59.605,JESSIE,0.098,215
59.703,NATALIE,0.098,216
59.801,AGNES,0.098,217
59.899,VERA,0.098,218
59.997,WILLIE,0.097,219
60.094,CHARLENE,0.097,220
60.191,BESSIE,0.096,221
60.287,DELORES,0.095,222
60.382,MELINDA,0.094,223
60.477,PEARL,0.094,224
60.571,ARLENE,0.094,225
60.665,MAUREEN,0.092,226
60.757,COLLEEN,0.092,227
60.849,ALLISON,0.092,228
60.941,TAMARA,0.092,229
61.033,JOY,0.091,230
61.124,GEORGIA,0.091,231
61.215,CONSTANCE,0.091,232
61.305,LILLIE,0.09,233
61.396,CLAUDIA,0.09,234
61.485,JACKIE,0.09,235
61.575,MARCIA,0.09,236
61.665,TANYA,0.089,237
61.754,NELLIE,0.089,238
61.843,MINNIE,0.089,239
61.931,MARLENE,0.088,240
62.02,HEIDI,0.088,241
62.108,GLENDA,0.088,242
62.195,LYDIA,0.086,243
62.281,VIOLA,0.086,244
62.367,COURTNEY,0.086,245
62.453,MARIAN,0.086,246
62.539,STELLA,0.085,247
62.623,CAROLINE,0.085,248
62.708,DORA,0.084,249
62.792,JO,0.083,250
62.875,VICKIE,0.082,251
62.957,MATTIE,0.081,252
63.038,TERRY,0.08,253
63.118,MAXINE,0.079,254
63.198,IRMA,0.079,255
63.277,MABEL,0.078,256
63.355,MARSHA,0.078,257
63.434,MYRTLE,0.078,258
63.511,LENA,0.077,259
63.589,CHRISTY,0.077,260
63.665,DEANNA,0.076,261
63.742,PATSY,0.076,262
63.818,HILDA,0.075,263
63.893,GWENDOLYN,0.074,264
63.967,JENNIE,0.073,265
64.04,NORA,0.073,266
64.113,MARGIE,0.072,267
64.185,NINA,0.072,268
64.257,CASSANDRA,0.072,269
64.329,LEAH,0.072,270
64.401,PENNY,0.071,271
64.472,KAY,0.071,272
64.543,PRISCILLA,0.071,273
64.614,NAOMI,0.071,274
64.684,CAROLE,0.071,275
64.755,BRANDY,0.07,276
64.825,OLGA,0.07,277
64.895,BILLIE,0.069,278
64.964,DIANNE,0.069,279
65.033,TRACEY,0.069,280
65.102,LEONA,0.069,281
65.171,JENNY,0.068,282
65.239,FELICIA,0.068,283
65.307,SONIA,0.068,284
65.374,MIRIAM,0.066,285
65.44,VELMA,0.066,286
65.506,BECKY,0.066,287
65.572,BOBBIE,0.065,288
65.637,VIOLET,0.065,289
65.702,KRISTINA,0.065,290
65.767,TONI,0.064,291
65.831,MISTY,0.063,292
65.894,MAE,0.063,293
65.957,SHELLY,0.062,294
66.019,DAISY,0.062,295
66.081,RAMONA,0.062,296
66.143,SHERRI,0.062,297
66.205,ERIKA,0.061,298
66.267,KATRINA,0.061,299
66.328,CLAIRE,0.061,300
66.388,LINDSEY,0.06,301
66.448,LINDSAY,0.06,302
66.507,GENEVA,0.059,303
66.567,GUADALUPE,0.059,304
66.626,BELINDA,0.059,305
66.685,MARGARITA,0.059,306
66.743,SHERYL,0.059,307
66.802,CORA,0.058,308
66.86,FAYE,0.058,309
66.917,ADA,0.057,310
66.975,NATASHA,0.057,311
67.032,SABRINA,0.057,312
67.089,ISABEL,0.057,313
67.146,MARGUERITE,0.056,314
67.202,HATTIE,0.056,315
67.257,HARRIET,0.056,316
67.313,MOLLY,0.055,317
67.368,CECILIA,0.055,318
67.424,KRISTI,0.055,319
67.479,BRANDI,0.055,320
67.534,BLANCHE,0.055,321
67.589,SANDY,0.055,322
67.644,ROSIE,0.055,323
67.699,JOANNA,0.055,324
67.754,IRIS,0.055,325
67.808,EUNICE,0.054,326
67.863,ANGIE,0.054,327
67.917,INEZ,0.053,328
67.97,LYNDA,0.053,329
68.023,MADELINE,0.052,330
68.075,AMELIA,0.052,331
68.127,ALBERTA,0.052,332
68.179,GENEVIEVE,0.051,333
68.23,MONIQUE,0.051,334
68.282,JODI,0.051,335
68.333,JANIE,0.051,336
68.385,MAGGIE,0.051,337
68.436,KAYLA,0.051,338
68.487,SONYA,0.051,339
68.538,JAN,0.051,340
68.589,LEE,0.051,341
68.641,KRISTINE,0.051,342
68.691,CANDACE,0.051,343
68.742,FANNIE,0.05,344
68.792,MARYANN,0.05,345
68.843,OPAL,0.05,346
68.893,ALISON,0.05,347
68.943,YVETTE,0.05,348
68.993,MELODY,0.05,349
69.043,LUZ,0.049,350
69.092,SUSIE,0.049,351
69.142,OLIVIA,0.049,352
69.191,FLORA,0.049,353
69.24,SHELLEY,0.049,354
69.288,KRISTY,0.048,355
69.337,MAMIE,0.048,356
69.385,LULA,0.048,357
69.433,LOLA,0.048,358
69.482,VERNA,0.048,359
69.53,BEULAH,0.048,360
69.577,ANTOINETTE,0.048,361
69.625,CANDICE,0.046,362
69.671,JUANA,0.046,363
69.717,JEANNETTE,0.046,364
69.763,PAM,0.046,365
69.809,KELLI,0.046,366
69.854,HANNAH,0.045,367
69.899,WHITNEY,0.045,368
69.944,BRIDGET,0.045,369
69.989,KARLA,0.044,370
70.034,CELIA,0.044,371
70.078,LATOYA,0.043,372
70.121,PATTY,0.043,373
70.165,SHELIA,0.043,374
70.208,GAYLE,0.043,375
70.251,DELLA,0.043,376
70.294,VICKY,0.043,377
70.336,LYNNE,0.043,378
70.379,SHERI,0.042,379
70.421,MARIANNE,0.042,380
70.463,KARA,0.041,381
70.504,JACQUELYN,0.041,382
70.544,ERMA,0.041,383
70.585,BLANCA,0.041,384
70.626,MYRA,0.04,385
70.666,LETICIA,0.04,386
70.706,PAT,0.04,387
70.746,KRISTA,0.04,388
70.786,ROXANNE,0.04,389
70.826,ANGELICA,0.039,390
70.865,JOHNNIE,0.039,391
70.905,ROBYN,0.039,392
70.944,FRANCIS,0.039,393
70.983,ADRIENNE,0.039,394
71.022,ROSALIE,0.039,395
71.061,ALEXANDRA,0.039,396
71.1,BROOKE,0.039,397
71.139,BETHANY,0.039,398
71.177,SADIE,0.039,399
71.216,BERNADETTE,0.039,400
71.254,TRACI,0.038,401
71.293,JODY,0.038,402
71.331,KENDRA,0.038,403
71.369,JASMINE,0.038,404
71.407,NICHOLE,0.038,405
71.445,RACHAEL,0.038,406
71.483,CHELSEA,0.038,407
71.52,MABLE,0.038,408
71.558,ERNESTINE,0.038,409
71.596,MURIEL,0.038,410
71.634,MARCELLA,0.037,411
71.671,ELENA,0.037,412
71.708,KRYSTAL,0.037,413
71.745,ANGELINA,0.037,414
71.781,NADINE,0.036,415
71.818,KARI,0.036,416
71.853,ESTELLE,0.036,417
71.889,DIANNA,0.036,418
71.925,PAULETTE,0.036,419
71.961,LORA,0.036,420
71.996,MONA,0.035,421
72.032,DOREEN,0.035,422
72.067,ROSEMARIE,0.035,423
72.102,ANGEL,0.035,424
72.137,DESIREE,0.035,425
72.172,ANTONIA,0.035,426
72.207,HOPE,0.034,427
72.241,GINGER,0.034,428
72.274,JANIS,0.034,429
72.308,BETSY,0.034,430
72.342,CHRISTIE,0.034,431
72.375,FREDA,0.034,432
72.409,MERCEDES,0.033,433
72.442,MEREDITH,0.033,434
72.475,LYNETTE,0.033,435
72.508,TERI,0.033,436
72.541,CRISTINA,0.033,437
72.573,EULA,0.033,438
72.606,LEIGH,0.032,439
72.638,MEGHAN,0.032,440
72.67,SOPHIA,0.032,441
72.702,ELOISE,0.032,442
72.734,ROCHELLE,0.032,443
72.766,GRETCHEN,0.032,444
72.798,CECELIA,0.032,445
72.829,RAQUEL,0.031,446
72.86,HENRIETTA,0.031,447
72.891,ALYSSA,0.031,448
72.922,JANA,0.031,449
72.953,KELLEY,0.031,450
72.983,GWEN,0.031,451
73.014,KERRY,0.031,452
73.044,JENNA,0.03,453
73.075,TRICIA,0.03,454
73.105,LAVERNE,0.03,455
73.135,OLIVE,0.03,456
73.165,ALEXIS,0.03,457
73.195,TASHA,0.03,458
73.225,SILVIA,0.029,459
73.254,ELVIRA,0.029,460
73.284,CASEY,0.029,461
73.313,DELIA,0.029,462
73.342,SOPHIE,0.029,463
73.372,KATE,0.029,464
73.401,PATTI,0.029,465
73.43,LORENA,0.029,466
73.459,KELLIE,0.029,467
73.488,SONJA,0.029,468
73.517,LILA,0.029,469
73.546,LANA,0.029,470
73.575,DARLA,0.029,471
73.604,MAY,0.029,472
73.633,MINDY,0.029,473
73.661,ESSIE,0.029,474
73.69,MANDY,0.029,475
73.719,LORENE,0.028,476
73.747,ELSA,0.028,477
73.775,JOSEFINA,0.028,478
73.804,JEANNIE,0.028,479
73.832,MIRANDA,0.028,480
73.86,DIXIE,0.028,481
73.888,LUCIA,0.028,482
73.916,MARTA,0.028,483
73.944,FAITH,0.028,484
73.972,LELA,0.028,485
73.999,JOHANNA,0.028,486
74.027,SHARI,0.028,487
74.055,CAMILLE,0.028,488
74.082,TAMI,0.027,489
74.11,SHAWNA,0.027,490
74.137,ELISA,0.027,491
74.164,EBONY,0.027,492
74.192,MELBA,0.027,493
74.219,ORA,0.027,494
74.246,NETTIE,0.027,495
74.273,TABITHA,0.027,496
74.3,OLLIE,0.027,497
74.327,JAIME,0.027,498
74.354,WINIFRED,0.027,499
74.381,KRISTIE,0.027,500
74.408,MARINA,0.027,501
74.435,ALISHA,0.027,502
74.462,AIMEE,0.027,503
74.488,RENA,0.027,504
74.515,MYRNA,0.026,505
74.541,MARLA,0.026,506
74.567,TAMMIE,0.026,507
74.593,LATASHA,0.026,508
74.619,BONITA,0.026,509
74.645,PATRICE,0.026,510
74.671,RONDA,0.026,511
74.697,SHERRIE,0.026,512
74.722,ADDIE,0.026,513
74.748,FRANCINE,0.025,514
74.773,DELORIS,0.025,515
74.799,STACIE,0.025,516
74.824,ADRIANA,0.025,517
74.849,CHERI,0.025,518
74.874,SHELBY,0.025,519
74.899,ABIGAIL,0.025,520
74.924,CELESTE,0.025,521
74.949,JEWEL,0.025,522
74.974,CARA,0.025,523
74.999,ADELE,0.025,524
75.024,REBEKAH,0.025,525
75.048,LUCINDA,0.025,526
75.073,DORTHY,0.025,527
75.097,CHRIS,0.024,528
75.122,EFFIE,0.024,529
75.146,TRINA,0.024,530
75.171,REBA,0.024,531
75.195,SHAWN,0.024,532
75.219,SALLIE,0.024,533
75.244,AURORA,0.024,534
75.268,LENORA,0.024,535
75.292,ETTA,0.024,536
75.317,LOTTIE,0.024,537
75.341,KERRI,0.024,538
75.365,TRISHA,0.024,539
75.389,NIKKI,0.024,540
75.413,ESTELLA,0.024,541
75.438,FRANCISCA,0.024,542
75.461,JOSIE,0.024,543
75.485,TRACIE,0.024,544
75.509,MARISSA,0.024,545
75.533,KARIN,0.024,546
75.557,BRITTNEY,0.024,547
75.58,JANELLE,0.024,548
75.604,LOURDES,0.024,549
75.628,LAUREL,0.024,550
75.651,HELENE,0.024,551
75.675,FERN,0.024,552
75.698,ELVA,0.024,553
75.722,CORINNE,0.024,554
75.745,KELSEY,0.024,555
75.769,INA,0.023,556
75.792,BETTIE,0.023,557
75.816,ELISABETH,0.023,558
75.839,AIDA,0.023,559
75.862,CAITLIN,0.023,560
75.886,INGRID,0.023,561
75.909,IVA,0.023,562
75.932,EUGENIA,0.023,563
75.955,CHRISTA,0.023,564
75.978,GOLDIE,0.023,565
76,CASSIE,0.023,566
76.023,MAUDE,0.023,567
76.046,JENIFER,0.023,568
76.068,THERESE,0.022,569
76.091,FRANKIE,0.022,570
76.113,DENA,0.022,571
76.136,LORNA,0.022,572
76.158,JANETTE,0.022,573
76.18,LATONYA,0.022,574
76.202,CANDY,0.022,575
76.224,MORGAN,0.022,576
76.247,CONSUELO,0.022,577
76.269,TAMIKA,0.022,578
76.291,ROSETTA,0.022,579
76.313,DEBORA,0.022,580
76.334,CHERIE,0.022,581
76.356,POLLY,0.022,582
76.378,DINA,0.022,583
76.4,JEWELL,0.021,584
76.421,FAY,0.021,585
76.442,JILLIAN,0.021,586
76.464,DOROTHEA,0.021,587
76.485,NELL,0.021,588
76.506,TRUDY,0.021,589
76.527,ESPERANZA,0.021,590
76.548,PATRICA,0.021,591
76.57,KIMBERLEY,0.021,592
76.591,SHANNA,0.021,593
76.611,HELENA,0.021,594
76.632,CAROLINA,0.021,595
76.653,CLEO,0.021,596
76.674,STEFANIE,0.021,597
76.694,ROSARIO,0.02,598
76.715,OLA,0.02,599
76.735,JANINE,0.02,600
76.756,MOLLIE,0.02,601
76.776,LUPE,0.02,602
76.796,ALISA,0.02,603
76.816,LOU,0.02,604
76.836,MARIBEL,0.02,605
76.856,SUSANNE,0.02,606
76.875,BETTE,0.019,607
76.895,SUSANA,0.019,608
76.914,ELISE,0.019,609
76.933,CECILE,0.019,610
76.953,ISABELLE,0.019,611
76.972,LESLEY,0.019,612
76.991,JOCELYN,0.019,613
77.01,PAIGE,0.019,614
77.03,JONI,0.019,615
77.049,RACHELLE,0.019,616
77.068,LEOLA,0.019,617
77.087,DAPHNE,0.019,618
77.106,ALTA,0.019,619
77.125,ESTER,0.019,620
77.144,PETRA,0.019,621
77.162,GRACIELA,0.019,622
77.181,IMOGENE,0.019,623
77.2,JOLENE,0.019,624
77.219,KEISHA,0.019,625
77.237,LACEY,0.018,626
77.256,GLENNA,0.018,627
77.274,GABRIELA,0.018,628
77.293,KERI,0.018,629
77.311,URSULA,0.018,630
77.329,LIZZIE,0.018,631
77.347,KIRSTEN,0.018,632
77.366,SHANA,0.018,633
77.384,ADELINE,0.018,634
77.402,MAYRA,0.018,635
77.42,JAYNE,0.018,636
77.438,JACLYN,0.018,637
77.456,GRACIE,0.018,638
77.474,SONDRA,0.018,639
77.492,CARMELA,0.018,640
77.509,MARISA,0.018,641
77.527,ROSALIND,0.018,642
77.545,CHARITY,0.018,643
77.563,TONIA,0.018,644
77.58,BEATRIZ,0.018,645
77.598,MARISOL,0.018,646
77.616,CLARICE,0.018,647
77.633,JEANINE,0.017,648
77.651,SHEENA,0.017,649
77.668,ANGELINE,0.017,650
77.685,FRIEDA,0.017,651
77.703,LILY,0.017,652
77.72,ROBBIE,0.017,653
77.737,SHAUNA,0.017,654
77.754,MILLIE,0.017,655
77.771,CLAUDETTE,0.017,656
77.788,CATHLEEN,0.017,657
77.805,ANGELIA,0.017,658
77.822,GABRIELLE,0.017,659
77.839,AUTUMN,0.017,660
77.856,KATHARINE,0.017,661
77.873,SUMMER,0.017,662
77.89,JODIE,0.017,663
77.907,STACI,0.017,664
77.923,LEA,0.017,665
77.94,CHRISTI,0.017,666
77.957,JIMMIE,0.017,667
77.974,JUSTINE,0.017,668
77.99,ELMA,0.017,669
78.007,LUELLA,0.017,670
78.023,MARGRET,0.017,671
78.04,DOMINIQUE,0.016,672
78.056,SOCORRO,0.016,673
78.073,RENE,0.016,674
78.089,MARTINA,0.016,675
78.105,MARGO,0.016,676
78.122,MAVIS,0.016,677
78.138,CALLIE,0.016,678
78.154,BOBBI,0.016,679
78.17,MARITZA,0.016,680
78.186,LUCILE,0.016,681
78.202,LEANNE,0.016,682
78.219,JEANNINE,0.016,683
78.235,DEANA,0.016,684
78.251,AILEEN,0.016,685
78.267,LORIE,0.016,686
78.282,LADONNA,0.016,687
78.298,WILLA,0.016,688
78.314,MANUELA,0.016,689
78.33,GALE,0.016,690
78.346,SELMA,0.016,691
78.361,DOLLY,0.016,692
78.377,SYBIL,0.016,693
78.393,ABBY,0.016,694
78.408,LARA,0.016,695
78.424,DALE,0.016,696
78.44,IVY,0.016,697
78.455,DEE,0.016,698
78.471,WINNIE,0.016,699
78.486,MARCY,0.016,700
78.502,LUISA,0.016,701
78.517,JERI,0.015,702
78.533,MAGDALENA,0.015,703
78.548,OFELIA,0.015,704
78.563,MEAGAN,0.015,705
78.579,AUDRA,0.015,706
78.594,MATILDA,0.015,707
78.609,LEILA,0.015,708
78.624,CORNELIA,0.015,709
78.639,BIANCA,0.015,710
78.654,SIMONE,0.015,711
78.669,BETTYE,0.015,712
78.684,RANDI,0.015,713
78.699,VIRGIE,0.015,714
78.713,LATISHA,0.015,715
78.728,BARBRA,0.015,716
78.743,GEORGINA,0.015,717
78.758,ELIZA,0.015,718
78.772,LEANN,0.015,719
78.787,BRIDGETTE,0.015,720
78.801,RHODA,0.014,721
78.816,HALEY,0.014,722
78.83,ADELA,0.014,723
78.845,NOLA,0.014,724
78.859,BERNADINE,0.014,725
78.873,FLOSSIE,0.014,726
78.887,ILA,0.014,727
78.902,GRETA,0.014,728
78.916,RUTHIE,0.014,729
78.93,NELDA,0.014,730
78.944,MINERVA,0.014,731
78.958,LILLY,0.014,732
78.973,TERRIE,0.014,733
78.987,LETHA,0.014,734
79.001,HILARY,0.014,735
79.015,ESTELA,0.014,736
79.029,VALARIE,0.014,737
79.043,BRIANNA,0.014,738
79.057,ROSALYN,0.014,739
79.071,EARLINE,0.014,740
79.085,CATALINA,0.014,741
79.099,AVA,0.014,742
79.113,MIA,0.014,743
79.127,CLARISSA,0.014,744
79.141,LIDIA,0.014,745
79.155,CORRINE,0.014,746
79.169,ALEXANDRIA,0.014,747
79.183,CONCEPCION,0.014,748
79.196,TIA,0.014,749
79.21,SHARRON,0.014,750
79.224,RAE,0.014,751
79.238,DONA,0.014,752
79.251,ERICKA,0.014,753
79.265,JAMI,0.014,754
79.278,ELNORA,0.014,755
79.292,CHANDRA,0.014,756
79.306,LENORE,0.014,757
79.319,NEVA,0.013,758
79.333,MARYLOU,0.013,759
79.346,MELISA,0.013,760
79.36,TABATHA,0.013,761
79.373,SERENA,0.013,762
79.386,AVIS,0.013,763
79.4,ALLIE,0.013,764
79.413,SOFIA,0.013,765
79.426,JEANIE,0.013,766
79.439,ODESSA,0.013,767
79.453,NANNIE,0.013,768
79.466,HARRIETT,0.013,769
79.479,LORAINE,0.013,770
79.492,PENELOPE,0.013,771
79.505,MILAGROS,0.013,772
79.518,EMILIA,0.013,773
79.531,BENITA,0.013,774
79.544,ALLYSON,0.013,775
79.557,ASHLEE,0.013,776
79.57,TANIA,0.013,777
79.583,TOMMIE,0.013,778
79.596,ESMERALDA,0.013,779
79.608,KARINA,0.013,780
79.621,EVE,0.013,781
79.634,PEARLIE,0.013,782
79.647,ZELMA,0.013,783
79.659,MALINDA,0.013,784
79.672,NOREEN,0.013,785
79.684,TAMEKA,0.013,786
79.697,SAUNDRA,0.013,787
79.71,HILLARY,0.013,788
79.722,AMIE,0.013,789
79.735,ALTHEA,0.012,790
79.747,ROSALINDA,0.012,791
79.76,JORDAN,0.012,792
79.772,LILIA,0.012,793
79.784,ALANA,0.012,794
79.797,GAY,0.012,795
79.809,CLARE,0.012,796
79.821,ALEJANDRA,0.012,797
79.834,ELINOR,0.012,798
79.846,MICHAEL,0.012,799
79.858,LORRIE,0.012,800
79.87,JERRI,0.012,801
79.882,DARCY,0.012,802
79.895,EARNESTINE,0.012,803
79.907,CARMELLA,0.012,804
79.919,TAYLOR,0.012,805
79.931,NOEMI,0.012,806
79.943,MARCIE,0.012,807
79.954,LIZA,0.012,808
79.966,ANNABELLE,0.012,809
79.978,LOUISA,0.012,810
79.99,EARLENE,0.012,811
80.002,MALLORY,0.012,812
80.014,CARLENE,0.012,813
80.025,NITA,0.012,814
80.037,SELENA,0.012,815
80.049,TANISHA,0.012,816
80.06,KATY,0.012,817
80.072,JULIANNE,0.012,818
80.083,JOHN,0.012,819
80.095,LAKISHA,0.011,820
80.106,EDWINA,0.011,821
80.118,MARICELA,0.011,822
80.129,MARGERY,0.011,823
80.141,KENYA,0.011,824
80.152,DOLLIE,0.011,825
80.164,ROXIE,0.011,826
80.175,ROSLYN,0.011,827
80.187,KATHRINE,0.011,828
80.198,NANETTE,0.011,829
80.209,CHARMAINE,0.011,830
80.221,LAVONNE,0.011,831
80.232,ILENE,0.011,832
80.243,KRIS,0.011,833
80.255,TAMMI,0.011,834
80.266,SUZETTE,0.011,835
80.277,CORINE,0.011,836
80.288,KAYE,0.011,837
80.3,JERRY,0.011,838
80.311,MERLE,0.011,839
80.322,CHRYSTAL,0.011,840
80.333,LINA,0.011,841
80.344,DEANNE,0.011,842
80.355,LILIAN,0.011,843
80.366,JULIANA,0.011,844
80.377,ALINE,0.011,845
80.388,LUANN,0.011,846
80.399,KASEY,0.011,847
80.41,MARYANNE,0.011,848
80.421,EVANGELINE,0.011,849
80.432,COLETTE,0.011,850
80.443,MELVA,0.011,851
80.453,LAWANDA,0.011,852
80.464,YESENIA,0.011,853
80.475,NADIA,0.011,854
80.486,MADGE,0.011,855
80.497,KATHIE,0.011,856
80.507,EDDIE,0.011,857
80.518,OPHELIA,0.011,858
80.529,VALERIA,0.011,859
80.539,NONA,0.011,860
80.55,MITZI,0.011,861
80.561,MARI,0.011,862
80.571,GEORGETTE,0.011,863
80.582,CLAUDINE,0.011,864
80.592,FRAN,0.011,865
80.603,ALISSA,0.011,866
80.613,ROSEANN,0.01,867
80.624,LAKEISHA,0.01,868
80.634,SUSANNA,0.01,869
80.645,REVA,0.01,870
80.655,DEIDRE,0.01,871
80.665,CHASITY,0.01,872
80.676,SHEREE,0.01,873
80.686,CARLY,0.01,874
80.697,JAMES,0.01,875
80.707,ELVIA,0.01,876
80.717,ALYCE,0.01,877
80.728,DEIRDRE,0.01,878
80.738,GENA,0.01,879
80.748,BRIANA,0.01,880
