Cum%,Name,%,Rank
88.92,ANISHA,0.001,3283
88.921,ALEEN,0.001,3284
88.923,ADAH,0.001,3285
88.924,YASUKO,0.001,3286
88.925,WINTER,0.001,3287
88.927,VIKI,0.001,3288
88.928,VALRIE,0.001,3289
88.929,TONA,0.001,3290
88.931,TINISHA,0.001,3291
88.932,THI,0.001,3292
88.933,TERISA,0.001,3293
88.935,TATUM,0.001,3294
88.936,TANEKA,0.001,3295
88.937,SIMONNE,0.001,3296
88.939,SHALANDA,0.001,3297
88.94,SERITA,0.001,3298
88.941,RESSIE,0.001,3299
88.943,REFUGIA,0.001,3300
88.944,PAZ,0.001,3301
88.945,OLENE,0.001,3302
88.947,NA,0.001,3303
88.948,MERRILL,0.001,3304
88.949,MARGHERITA,0.001,3305
88.95,MANDIE,0.001,3306
88.952,MAN,0.001,3307
88.953,MAIRE,0.001,3308
88.954,LYNDIA,0.001,3309
88.956,LUCI,0.001,3310
88.957,LORRIANE,0.001,3311
88.958,LORETA,0.001,3312
88.96,LEONIA,0.001,3313
88.961,LAVONA,0.001,3314
88.962,LASHAWNDA,0.001,3315
88.964,LAKIA,0.001,3316
88.965,KYOKO,0.001,3317
88.966,KRYSTINA,0.001,3318
88.968,KRYSTEN,0.001,3319
88.969,KENIA,0.001,3320
88.97,KELSI,0.001,3321
88.972,JUDE,0.001,3322
88.973,JEANICE,0.001,3323
88.974,ISOBEL,0.001,3324
88.976,GEORGIANN,0.001,3325
88.977,GENNY,0.001,3326
88.978,FELICIDAD,0.001,3327
88.979,EILENE,0.001,3328
88.981,DEON,0.001,3329
88.982,DELOISE,0.001,3330
88.983,DEEDEE,0.001,3331
88.985,DANNIE,0.001,3332
88.986,CONCEPTION,0.001,3333
88.987,CLORA,0.001,3334
88.989,CHERILYN,0.001,3335
88.99,CHANG,0.001,3336
88.991,CALANDRA,0.001,3337
88.993,BERRY,0.001,3338
88.994,ARMANDINA,0.001,3339
88.995,ANISA,0.001,3340
88.997,ULA,0.001,3341
88.998,TIMOTHY,0.001,3342
88.999,TIERA,0.001,3343
89,THERESSA,0.001,3344
89.002,STEPHANIA,0.001,3345
89.003,SIMA,0.001,3346
89.004,SHYLA,0.001,3347
89.006,SHONTA,0.001,3348
89.007,SHERA,0.001,3349
89.008,SHAQUITA,0.001,3350
89.01,SHALA,0.001,3351
89.011,SAMMY,0.001,3352
89.012,ROSSANA,0.001,3353
89.013,NOHEMI,0.001,3354
89.015,NERY,0.001,3355
89.016,MORIAH,0.001,3356
89.017,MELITA,0.001,3357
89.019,MELIDA,0.001,3358
89.02,MELANI,0.001,3359
89.021,MARYLYNN,0.001,3360
89.022,MARISHA,0.001,3361
89.024,MARIETTE,0.001,3362
89.025,MALORIE,0.001,3363
89.026,MADELENE,0.001,3364
89.028,LUDIVINA,0.001,3365
89.029,LORIA,0.001,3366
89.03,LORETTE,0.001,3367
89.031,LORALEE,0.001,3368
89.033,LIANNE,0.001,3369
89.034,LEON,0.001,3370
89.035,LAVENIA,0.001,3371
89.037,LAURINDA,0.001,3372
89.038,LASHON,0.001,3373
89.039,KIT,0.001,3374
89.04,KIMI,0.001,3375
89.042,KEILA,0.001,3376
89.043,KATELYNN,0.001,3377
89.044,KAI,0.001,3378
89.046,JONE,0.001,3379
89.047,JOANE,0.001,3380
89.048,JI,0.001,3381
89.049,JAYNA,0.001,3382
89.051,JANELLA,0.001,3383
89.052,JA,0.001,3384
89.053,HUE,0.001,3385
89.055,HERTHA,0.001,3386
89.056,FRANCENE,0.001,3387
89.057,ELINORE,0.001,3388
89.058,DESPINA,0.001,3389
89.06,DELSIE,0.001,3390
89.061,DEEDRA,0.001,3391
89.062,CLEMENCIA,0.001,3392
89.064,CARRY,0.001,3393
89.065,CAROLIN,0.001,3394
89.066,CARLOS,0.001,3395
89.067,BULAH,0.001,3396
89.069,BRITTANIE,0.001,3397
89.07,BOK,0.001,3398
89.071,BLONDELL,0.001,3399
89.073,BIBI,0.001,3400
89.074,BEAULAH,0.001,3401
89.075,BEATA,0.001,3402
89.076,ANNITA,0.001,3403
89.078,AGRIPINA,0.001,3404
89.079,VIRGEN,0.001,3405
89.08,VALENE,0.001,3406
89.082,UN,0.001,3407
89.083,TWANDA,0.001,3408
89.084,TOMMYE,0.001,3409
89.085,TOI,0.001,3410
89.087,TARRA,0.001,3411
89.088,TARI,0.001,3412
89.089,TAMMERA,0.001,3413
89.09,SHAKIA,0.001,3414
89.092,SADYE,0.001,3415
89.093,RUTHANNE,0.001,3416
89.094,ROCHEL,0.001,3417
89.095,RIVKA,0.001,3418
89.097,PURA,0.001,3419
89.098,NENITA,0.001,3420
89.099,NATISHA,0.001,3421
89.1,MING,0.001,3422
89.102,MERRILEE,0.001,3423
89.103,MELODEE,0.001,3424
89.104,MARVIS,0.001,3425
89.105,LUCILLA,0.001,3426
89.107,LEENA,0.001,3427
89.108,LAVETA,0.001,3428
89.109,LARITA,0.001,3429
89.11,LANIE,0.001,3430
89.112,KEREN,0.001,3431
89.113,ILEEN,0.001,3432
89.114,GEORGEANN,0.001,3433
89.115,GENNA,0.001,3434
89.117,GENESIS,0.001,3435
89.118,FRIDA,0.001,3436
89.119,EWA,0.001,3437
89.12,EUFEMIA,0.001,3438
89.122,EMELY,0.001,3439
89.123,ELA,0.001,3440
89.124,EDYTH,0.001,3441
89.126,DEONNA,0.001,3442
89.127,DEADRA,0.001,3443
89.128,DARLENA,0.001,3444
89.129,CHANELL,0.001,3445
89.131,CHAN,0.001,3446
89.132,CATHERN,0.001,3447
89.133,CASSONDRA,0.001,3448
89.134,CASSAUNDRA,0.001,3449
89.136,BERNARDA,0.001,3450
89.137,BERNA,0.001,3451
89.138,ARLINDA,0.001,3452
89.139,ANAMARIA,0.001,3453
89.141,ALBERT,0.001,3454
89.142,WESLEY,0.001,3455
89.143,VERTIE,0.001,3456
89.144,VALERI,0.001,3457
89.146,TORRI,0.001,3458
89.147,TATYANA,0.001,3459
89.148,STASIA,0.001,3460
89.149,SHERISE,0.001,3461
89.15,SHERILL,0.001,3462
89.152,SEASON,0.001,3463
89.153,SCOTTIE,0.001,3464
89.154,SANDA,0.001,3465
89.155,RUTHE,0.001,3466
89.157,ROSY,0.001,3467
89.158,ROBERTO,0.001,3468
89.159,ROBBI,0.001,3469
89.16,RANEE,0.001,3470
89.161,QUYEN,0.001,3471
89.163,PEARLY,0.001,3472
89.164,PALMIRA,0.001,3473
89.165,ONITA,0.001,3474
89.166,NISHA,0.001,3475
89.168,NIESHA,0.001,3476
89.169,NIDA,0.001,3477
89.17,NEVADA,0.001,3478
89.171,NAM,0.001,3479
89.172,MERLYN,0.001,3480
89.174,MAYOLA,0.001,3481
89.175,MARYLOUISE,0.001,3482
89.176,MARYLAND,0.001,3483
89.177,MARX,0.001,3484
89.179,MARTH,0.001,3485
89.18,MARGENE,0.001,3486
89.181,MADELAINE,0.001,3487
89.182,LONDA,0.001,3488
89.183,LEONTINE,0.001,3489
89.185,LEOMA,0.001,3490
89.186,LEIA,0.001,3491
89.187,LAWRENCE,0.001,3492
89.188,LAURALEE,0.001,3493
89.19,LANORA,0.001,3494
89.191,LAKITA,0.001,3495
89.192,KIYOKO,0.001,3496
89.193,KETURAH,0.001,3497
89.195,KATELIN,0.001,3498
89.196,KAREEN,0.001,3499
89.197,JONIE,0.001,3500
89.198,JOHNETTE,0.001,3501
89.199,JENEE,0.001,3502
89.201,JEANETT,0.001,3503
89.202,IZETTA,0.001,3504
89.203,HIEDI,0.001,3505
89.204,HEIKE,0.001,3506
89.206,HASSIE,0.001,3507
89.207,HAROLD,0.001,3508
89.208,GIUSEPPINA,0.001,3509
89.209,GEORGANN,0.001,3510
89.21,FIDELA,0.001,3511
89.212,FERNANDE,0.001,3512
89.213,ELWANDA,0.001,3513
89.214,ELLAMAE,0.001,3514
89.215,ELIZ,0.001,3515
89.217,DUSTI,0.001,3516
89.218,DOTTY,0.001,3517
89.219,CYNDY,0.001,3518
89.22,CORALIE,0.001,3519
89.221,CELESTA,0.001,3520
89.223,ARGENTINA,0.001,3521
89.224,ALVERTA,0.001,3522
89.225,XENIA,0.001,3523
89.226,WAVA,0.001,3524
89.228,VANETTA,0.001,3525
89.229,TORRIE,0.001,3526
89.23,TASHINA,0.001,3527
89.231,TANDY,0.001,3528
89.232,TAMBRA,0.001,3529
89.233,TAMA,0.001,3530
89.235,STEPANIE,0.001,3531
89.236,SHILA,0.001,3532
89.237,SHAUNTA,0.001,3533
89.238,SHARAN,0.001,3534
89.239,SHANIQUA,0.001,3535
89.241,SHAE,0.001,3536
89.242,SETSUKO,0.001,3537
89.243,SERAFINA,0.001,3538
89.244,SANDEE,0.001,3539
89.245,ROSAMARIA,0.001,3540
89.247,PRISCILA,0.001,3541
89.248,OLINDA,0.001,3542
89.249,NADENE,0.001,3543
89.25,MUOI,0.001,3544
89.251,MICHELINA,0.001,3545
89.253,MERCEDEZ,0.001,3546
89.254,MARYROSE,0.001,3547
89.255,MARIN,0.001,3548
89.256,MARCENE,0.001,3549
89.257,MAO,0.001,3550
89.259,MAGALI,0.001,3551
89.26,MAFALDA,0.001,3552
89.261,LOGAN,0.001,3553
89.262,LINN,0.001,3554
89.263,LANNIE,0.001,3555
89.265,KAYCE,0.001,3556
89.266,KAROLINE,0.001,3557
89.267,KAMILAH,0.001,3558
89.268,KAMALA,0.001,3559
89.269,JUSTA,0.001,3560
89.27,JOLINE,0.001,3561
89.272,JENNINE,0.001,3562
89.273,JACQUETTA,0.001,3563
89.274,IRAIDA,0.001,3564
89.275,GERALD,0.001,3565
89.276,GEORGEANNA,0.001,3566
89.278,FRANCHESCA,0.001,3567
89.279,FAIRY,0.001,3568
89.28,EMELINE,0.001,3569
89.281,ELANE,0.001,3570
89.282,EHTEL,0.001,3571
89.284,EARLIE,0.001,3572
89.285,DULCIE,0.001,3573
89.286,DALENE,0.001,3574
89.287,CRIS,0.001,3575
89.288,CLASSIE,0.001,3576
89.29,CHERE,0.001,3577
89.291,CHARIS,0.001,3578
89.292,CAROYLN,0.001,3579
89.293,CARMINA,0.001,3580
89.294,CARITA,0.001,3581
89.296,BRIAN,0.001,3582
89.297,BETHANIE,0.001,3583
89.298,AYAKO,0.001,3584
89.299,ARICA,0.001,3585
89.3,AN,0.001,3586
89.301,ALYSA,0.001,3587
89.303,ALESSANDRA,0.001,3588
89.304,AKILAH,0.001,3589
89.305,ADRIEN,0.001,3590
89.306,ZETTA,0.001,3591
89.307,YOULANDA,0.001,3592
89.309,YELENA,0.001,3593
89.31,YAHAIRA,0.001,3594
89.311,XUAN,0.001,3595
89.312,WENDOLYN,0.001,3596
89.313,VICTOR,0.001,3597
89.314,TIJUANA,0.001,3598
89.316,TERRELL,0.001,3599
89.317,TERINA,0.001,3600
89.318,TERESIA,0.001,3601
89.319,SUZI,0.001,3602
89.32,SUNDAY,0.001,3603
89.321,SHERELL,0.001,3604
89.323,SHAVONDA,0.001,3605
89.324,SHAUNTE,0.001,3606
89.325,SHARDA,0.001,3607
89.326,SHAKITA,0.001,3608
89.327,SENA,0.001,3609
89.328,RYANN,0.001,3610
89.33,RUBI,0.001,3611
89.331,RIVA,0.001,3612
89.332,REGINIA,0.001,3613
89.333,REA,0.001,3614
89.334,RACHAL,0.001,3615
89.335,PARTHENIA,0.001,3616
89.336,PAMULA,0.001,3617
89.338,MONNIE,0.001,3618
89.339,MONET,0.001,3619
89.34,MICHAELE,0.001,3620
89.341,MELIA,0.001,3621
89.342,MARINE,0.001,3622
89.343,MALKA,0.001,3623
89.345,MAISHA,0.001,3624
89.346,LISANDRA,0.001,3625
89.347,LEO,0.001,3626
89.348,LEKISHA,0.001,3627
89.349,LEAN,0.001,3628
89.35,LAURENCE,0.001,3629
89.352,LAKENDRA,0.001,3630
89.353,KRYSTIN,0.001,3631
89.354,KORTNEY,0.001,3632
89.355,KIZZIE,0.001,3633
89.356,KITTIE,0.001,3634
89.357,KERA,0.001,3635
89.359,KENDAL,0.001,3636
89.36,KEMBERLY,0.001,3637
89.361,KANISHA,0.001,3638
89.362,JULENE,0.001,3639
89.363,JULE,0.001,3640
89.364,JOSHUA,0.001,3641
89.366,JOHANNE,0.001,3642
89.367,JEFFREY,0.001,3643
89.368,JAMEE,0.001,3644
89.369,HAN,0.001,3645
89.37,HALLEY,0.001,3646
89.371,GIDGET,0.001,3647
89.373,GALINA,0.001,3648
89.374,FREDRICKA,0.001,3649
89.375,FLETA,0.001,3650
89.376,FATIMAH,0.001,3651
89.377,EUSEBIA,0.001,3652
89.378,ELZA,0.001,3653
89.379,ELEONORE,0.001,3654
89.381,DORTHEY,0.001,3655
89.382,DORIA,0.001,3656
89.383,DONELLA,0.001,3657
89.384,DINORAH,0.001,3658
89.385,DELORSE,0.001,3659
89.386,CLARETHA,0.001,3660
89.388,CHRISTINIA,0.001,3661
89.389,CHARLYN,0.001,3662
89.39,BONG,0.001,3663
89.391,BELKIS,0.001,3664
89.392,AZZIE,0.001,3665
89.393,ANDERA,0.001,3666
89.395,AIKO,0.001,3667
89.396,ADENA,0.001,3668
89.397,YER,0.001,3669
89.398,YAJAIRA,0.001,3670
89.399,WAN,0.001,3671
89.4,VANIA,0.001,3672
89.401,ULRIKE,0.001,3673
89.403,TOSHIA,0.001,3674
89.404,TIFANY,0.001,3675
89.405,STEFANY,0.001,3676
89.406,SHIZUE,0.001,3677
89.407,SHENIKA,0.001,3678
89.408,SHAWANNA,0.001,3679
89.409,SHAROLYN,0.001,3680
89.41,SHARILYN,0.001,3681
89.412,SHAQUANA,0.001,3682
89.413,SHANTAY,0.001,3683
89.414,SEE,0.001,3684
89.415,ROZANNE,0.001,3685
89.416,ROSELEE,0.001,3686
89.417,RICKIE,0.001,3687
89.418,REMONA,0.001,3688
89.42,REANNA,0.001,3689
89.421,RAELENE,0.001,3690
89.422,QUINN,0.001,3691
89.423,PHUNG,0.001,3692
89.424,PETRONILA,0.001,3693
89.425,NATACHA,0.001,3694
89.426,NANCEY,0.001,3695
89.427,MYRL,0.001,3696
89.429,MIYOKO,0.001,3697
89.43,MIESHA,0.001,3698
89.431,MERIDETH,0.001,3699
89.432,MARVELLA,0.001,3700
89.433,MARQUITTA,0.001,3701
89.434,MARHTA,0.001,3702
89.435,MARCHELLE,0.001,3703
89.436,LIZETH,0.001,3704
89.438,LIBBIE,0.001,3705
89.439,LAHOMA,0.001,3706
89.44,LADAWN,0.001,3707
89.441,KINA,0.001,3708
89.442,KATHELEEN,0.001,3709
89.443,KATHARYN,0.001,3710
89.444,KARISA,0.001,3711
89.446,KALEIGH,0.001,3712
89.447,JUNIE,0.001,3713
89.448,JULIEANN,0.001,3714
89.449,JOHNSIE,0.001,3715
89.45,JANEAN,0.001,3716
89.451,JAIMEE,0.001,3717
89.452,JACKQUELINE,0.001,3718
89.453,HISAKO,0.001,3719
89.455,HERMA,0.001,3720
89.456,HELAINE,0.001,3721
89.457,GWYNETH,0.001,3722
89.458,GLENN,0.001,3723
89.459,GITA,0.001,3724
89.46,EUSTOLIA,0.001,3725
89.461,EMELINA,0.001,3726
89.462,ELIN,0.001,3727
89.464,EDRIS,0.001,3728
89.465,DONNETTE,0.001,3729
89.466,DONNETTA,0.001,3730
89.467,DIERDRE,0.001,3731
89.468,DENAE,0.001,3732
89.469,DARCEL,0.001,3733
89.47,CLAUDE,0.001,3734
89.472,CLARISA,0.001,3735
89.473,CINDERELLA,0.001,3736
89.474,CHIA,0.001,3737
89.475,CHARLESETTA,0.001,3738
89.476,CHARITA,0.001,3739
89.477,CELSA,0.001,3740
89.478,CASSY,0.001,3741
89.479,CASSI,0.001,3742
89.481,CARLEE,0.001,3743
89.482,BRUNA,0.001,3744
89.483,BRITTANEY,0.001,3745
89.484,BRANDE,0.001,3746
89.485,BILLI,0.001,3747
89.486,BAO,0.001,3748
89.487,ANTONETTA,0.001,3749
89.488,ANGLA,0.001,3750
89.49,ANGELYN,0.001,3751
89.491,ANALISA,0.001,3752
89.492,ALANE,0.001,3753
89.493,WENONA,0.001,3754
89.494,WENDIE,0.001,3755
89.495,VERONIQUE,0.001,3756
89.496,VANNESA,0.001,3757
89.497,TOBIE,0.001,3758
89.498,TEMPIE,0.001,3759
89.5,SUMIKO,0.001,3760
89.501,SULEMA,0.001,3761
89.502,SPARKLE,0.001,3762
89.503,SOMER,0.001,3763
89.504,SHEBA,0.001,3764
89.505,SHAYNE,0.001,3765
89.506,SHARICE,0.001,3766
89.507,SHANEL,0.001,3767
89.508,SHALON,0.001,3768
89.509,SAGE,0.001,3769
89.511,ROY,0.001,3770
89.512,ROSIO,0.001,3771
89.513,ROSELIA,0.001,3772
89.514,RENAY,0.001,3773
89.515,REMA,0.001,3774
89.516,REENA,0.001,3775
89.517,PORSCHE,0.001,3776
89.518,PING,0.001,3777
89.519,PEG,0.001,3778
89.52,OZIE,0.001,3779
89.522,ORETHA,0.001,3780
89.523,ORALEE,0.001,3781
89.524,ODA,0.001,3782
89.525,NU,0.001,3783
89.526,NGAN,0.001,3784
89.527,NAKESHA,0.001,3785
89.528,MILLY,0.001,3786
89.529,MARYBELLE,0.001,3787
89.53,MARLIN,0.001,3788
89.531,MARIS,0.001,3789
89.533,MARGRETT,0.001,3790
89.534,MARAGARET,0.001,3791
89.535,MANIE,0.001,3792
89.536,LURLENE,0.001,3793
89.537,LILLIA,0.001,3794
89.538,LIESELOTTE,0.001,3795
89.539,LAVELLE,0.001,3796
89.54,LASHAUNDA,0.001,3797
89.541,LAKEESHA,0.001,3798
89.542,KEITH,0.001,3799
89.544,KAYCEE,0.001,3800
89.545,KALYN,0.001,3801
89.546,JOYA,0.001,3802
89.547,JOETTE,0.001,3803
89.548,JENAE,0.001,3804
89.549,JANIECE,0.001,3805
89.55,ILLA,0.001,3806
89.551,GRISEL,0.001,3807
89.552,GLAYDS,0.001,3808
89.553,GENEVIE,0.001,3809
89.555,GALA,0.001,3810
89.556,FREDDA,0.001,3811
89.557,FRED,0.001,3812
89.558,ELMER,0.001,3813
89.559,ELEONOR,0.001,3814
89.56,DEBERA,0.001,3815
89.561,DEANDREA,0.001,3816
89.562,DAN,0.001,3817
89.563,CORRINNE,0.001,3818
89.564,CORDIA,0.001,3819
89.566,CONTESSA,0.001,3820
89.567,COLENE,0.001,3821
89.568,CLEOTILDE,0.001,3822
89.569,CHARLOTT,0.001,3823
89.57,CHANTAY,0.001,3824
89.571,CECILLE,0.001,3825
89.572,BEATRIS,0.001,3826
89.573,AZALEE,0.001,3827
89.574,ARLEAN,0.001,3828
89.575,ARDATH,0.001,3829
89.577,ANJELICA,0.001,3830
89.578,ANJA,0.001,3831
89.579,ALFREDIA,0.001,3832
89.58,ALEISHA,0.001,3833
89.581,ADAM,0.001,3834
89.582,ZADA,0.001,3835
89.583,YUONNE,0.001,3836
89.584,XIAO,0.001,3837
89.585,WILLODEAN,0.001,3838
89.586,WHITLEY,0.001,3839
89.587,VENNIE,0.001,3840
89.588,VANNA,0.001,3841
89.589,TYISHA,0.001,3842
89.591,TOVA,0.001,3843
89.592,TORIE,0.001,3844
89.593,TONISHA,0.001,3845
89.594,TILDA,0.001,3846
89.595,TIEN,0.001,3847
89.596,TEMPLE,0.001,3848
89.597,SIRENA,0.001,3849
89.598,SHERRIL,0.001,3850
89.599,SHANTI,0.001,3851
89.6,SHAN,0.001,3852
89.601,SENAIDA,0.001,3853
89.602,SAMELLA,0.001,3854
89.603,ROBBYN,0.001,3855
89.604,RENDA,0.001,3856
89.606,REITA,0.001,3857
89.607,PHEBE,0.001,3858
89.608,PAULITA,0.001,3859
89.609,NOBUKO,0.001,3860
89.61,NGUYET,0.001,3861
89.611,NEOMI,0.001,3862
89.612,MOON,0.001,3863
89.613,MIKAELA,0.001,3864
89.614,MELANIA,0.001,3865
89.615,MAXIMINA,0.001,3866
89.616,MARG,0.001,3867
89.617,MAISIE,0.001,3868
89.618,LYNNA,0.001,3869
89.619,LILLI,0.001,3870
89.62,LAYNE,0.001,3871
89.622,LASHAUN,0.001,3872
89.623,LAKENYA,0.001,3873
89.624,LAEL,0.001,3874
89.625,KIRSTIE,0.001,3875
89.626,KATHLINE,0.001,3876
89.627,KASHA,0.001,3877
89.628,KARLYN,0.001,3878
89.629,KARIMA,0.001,3879
89.63,JOVAN,0.001,3880
89.631,JOSEFINE,0.001,3881
89.632,JENNELL,0.001,3882
89.633,JACQUI,0.001,3883
89.634,JACKELYN,0.001,3884
89.635,HYO,0.001,3885
89.636,HIEN,0.001,3886
89.638,GRAZYNA,0.001,3887
89.639,FLORRIE,0.001,3888
89.64,FLORIA,0.001,3889
89.641,ELEONORA,0.001,3890
89.642,DWANA,0.001,3891
89.643,DORLA,0.001,3892
89.644,DONG,0.001,3893
89.645,DELMY,0.001,3894
89.646,DEJA,0.001,3895
89.647,DEDE,0.001,3896
89.648,DANN,0.001,3897
89.649,CRYSTA,0.001,3898
89.65,CLELIA,0.001,3899
89.651,CLARIS,0.001,3900
89.652,CLARENCE,0.001,3901
89.654,CHIEKO,0.001,3902
89.655,CHERLYN,0.001,3903
89.656,CHERELLE,0.001,3904
89.657,CHARMAIN,0.001,3905
89.658,CHARA,0.001,3906
89.659,CAMMY,0.001,3907
89.66,BEE,0.001,3908
89.661,ARNETTE,0.001,3909
89.662,ARDELLE,0.001,3910
89.663,ANNIKA,0.001,3911
89.664,AMIEE,0.001,3912
89.665,AMEE,0.001,3913
89.666,ALLENA,0.001,3914
89.667,YVONE,0.001,3915
89.668,YUKI,0.001,3916
89.67,YOSHIE,0.001,3917
89.671,YEVETTE,0.001,3918
89.672,YAEL,0.001,3919
89.673,WILLETTA,0.001,3920
89.674,VONCILE,0.001,3921
89.675,VENETTA,0.001,3922
89.676,TULA,0.001,3923
89.677,TONETTE,0.001,3924
89.678,TIMIKA,0.001,3925
89.679,TEMIKA,0.001,3926
89.68,TELMA,0.001,3927
89.681,TEISHA,0.001,3928
89.682,TAREN,0.001,3929
89.683,TA,0.001,3930
89.684,STACEE,0.001,3931
89.685,SHIN,0.001,3932
89.686,SHAWNTA,0.001,3933
89.687,SATURNINA,0.001,3934
89.688,RICARDA,0.001,3935
89.689,POK,0.001,3936
89.69,PASTY,0.001,3937
89.691,ONIE,0.001,3938
89.692,NUBIA,0.001,3939
89.693,MORA,0.001,3940
89.694,MIKE,0.001,3941
89.695,MARIELLE,0.001,3942
89.696,MARIELLA,0.001,3943
89.697,MARIANELA,0.001,3944
89.699,MARDELL,0.001,3945
89.7,MANY,0.001,3946
89.701,LUANNA,0.001,3947
89.702,LOISE,0.001,3948
89.703,LISABETH,0.001,3949
89.704,LINDSY,0.001,3950
89.705,LILLIANA,0.001,3951
89.706,LILLIAM,0.001,3952
89.707,LELAH,0.001,3953
89.708,LEIGHA,0.001,3954
89.709,LEANORA,0.001,3955
89.71,LANG,0.001,3956
89.711,KRISTEEN,0.001,3957
89.712,KHALILAH,0.001,3958
89.713,KEELEY,0.001,3959
89.714,KANDRA,0.001,3960
89.715,JUNKO,0.001,3961
89.716,JOAQUINA,0.001,3962
89.717,JERLENE,0.001,3963
89.718,JANI,0.001,3964
89.719,JAMIKA,0.001,3965
89.72,JAME,0.001,3966
89.721,HSIU,0.001,3967
89.722,HERMILA,0.001,3968
89.723,GOLDEN,0.001,3969
89.724,GENEVIVE,0.001,3970
89.725,EVIA,0.001,3971
89.727,EUGENA,0.001,3972
89.728,EMMALINE,0.001,3973
89.729,ELFREDA,0.001,3974
89.73,ELENE,0.001,3975
89.731,DONETTE,0.001,3976
89.732,DELCIE,0.001,3977
89.733,DEEANNA,0.001,3978
89.734,DARCEY,0.001,3979
89.735,CUC,0.001,3980
89.736,CLARINDA,0.001,3981
89.737,CIRA,0.001,3982
89.738,CHAE,0.001,3983
89.739,CELINDA,0.001,3984
89.74,CATHERYN,0.001,3985
89.741,CATHERIN,0.001,3986
89.742,CASIMIRA,0.001,3987
89.743,CARMELIA,0.001,3988
89.744,CAMELLIA,0.001,3989
89.745,BREANA,0.001,3990
89.746,BOBETTE,0.001,3991
89.747,BERNARDINA,0.001,3992
89.748,BEBE,0.001,3993
89.749,BASILIA,0.001,3994
89.75,ARLYNE,0.001,3995
89.751,AMAL,0.001,3996
89.752,ALAYNA,0.001,3997
89.753,ZONIA,0.001,3998
89.754,ZENIA,0.001,3999
89.755,YURIKO,0.001,4000
89.756,YAEKO,0.001,4001
89.757,WYNELL,0.001,4002
89.758,WILLOW,0.001,4003
89.759,WILLENA,0.001,4004
89.76,VERNIA,0.001,4005
89.761,TU,0.001,4006
89.762,TRAVIS,0.001,4007
89.764,TORA,0.001,4008
89.765,TERRILYN,0.001,4009
89.766,TERICA,0.001,4010
89.767,TENESHA,0.001,4011
89.768,TAWNA,0.001,4012
89.769,TAJUANA,0.001,4013
89.77,TAINA,0.001,4014
89.771,STEPHNIE,0.001,4015
89.772,SONA,0.001,4016
89.773,SOL,0.001,4017
89.774,SINA,0.001,4018
89.775,SHONDRA,0.001,4019
89.776,SHIZUKO,0.001,4020
89.777,SHERLENE,0.001,4021
89.778,SHERICE,0.001,4022
89.779,SHARIKA,0.001,4023
89.78,ROSSIE,0.001,4024
89.781,ROSENA,0.001,4025
89.782,RORY,0.001,4026
89.783,RIMA,0.001,4027
89.784,RIA,0.001,4028
89.785,RHEBA,0.001,4029
89.786,RENNA,0.001,4030
89.787,PETER,0.001,4031
89.788,NATALYA,0.001,4032
89.789,NANCEE,0.001,4033
89.79,MELODI,0.001,4034
89.791,MEDA,0.001,4035
89.792,MAXIMA,0.001,4036
89.793,MATHA,0.001,4037
89.794,MARKETTA,0.001,4038
89.795,MARICRUZ,0.001,4039
89.796,MARCELENE,0.001,4040
89.797,MALVINA,0.001,4041
89.798,LUBA,0.001,4042
89.799,LOUETTA,0.001,4043
89.8,LEIDA,0.001,4044
89.801,LECIA,0.001,4045
89.802,LAURAN,0.001,4046
89.803,LASHAWNA,0.001,4047
89.804,LAINE,0.001,4048
89.805,KHADIJAH,0.001,4049
89.806,KATERINE,0.001,4050
89.807,KASI,0.001,4051
89.808,KALLIE,0.001,4052
89.809,JULIETTA,0.001,4053
89.81,JESUSITA,0.001,4054
89.811,JESTINE,0.001,4055
89.812,JESSIA,0.001,4056
89.813,JEREMY,0.001,4057
89.814,JEFFIE,0.001,4058
89.815,JANYCE,0.001,4059
89.816,ISADORA,0.001,4060
89.817,GEORGIANNE,0.001,4061
89.818,FIDELIA,0.001,4062
89.819,EVITA,0.001,4063
89.82,EURA,0.001,4064
89.821,EULAH,0.001,4065
89.822,ESTEFANA,0.001,4066
89.823,ELSY,0.001,4067
89.824,ELIZABET,0.001,4068
89.825,ELADIA,0.001,4069
89.826,DODIE,0.001,4070
89.827,DION,0.001,4071
89.828,DIA,0.001,4072
89.829,DENISSE,0.001,4073
89.83,DELORAS,0.001,4074
89.831,DELILA,0.001,4075
89.832,DAYSI,0.001,4076
89.833,DAKOTA,0.001,4077
89.834,CURTIS,0.001,4078
89.835,CRYSTLE,0.001,4079
89.836,CONCHA,0.001,4080
89.837,COLBY,0.001,4081
89.838,CLARETTA,0.001,4082
89.839,CHU,0.001,4083
89.84,CHRISTIA,0.001,4084
89.841,CHARLSIE,0.001,4085
89.842,CHARLENA,0.001,4086
89.843,CARYLON,0.001,4087
89.844,BETTYANN,0.001,4088
89.845,ASLEY,0.001,4089
89.846,ASHLEA,0.001,4090
89.847,AMIRA,0.001,4091
89.848,AI,0.001,4092
89.849,AGUEDA,0.001,4093
89.85,AGNUS,0.001,4094
89.851,YUETTE,0.001,4095
89.852,VINITA,0.001,4096
89.853,VICTORINA,0.001,4097
89.854,TYNISHA,0.001,4098
89.855,TREENA,0.001,4099
89.856,TOCCARA,0.001,4100
89.857,TISH,0.001,4101
89.858,THOMASENA,0.001,4102
89.859,TEGAN,0.001,4103
